Name,Category,Subcategory,Product ID,Product URL,Price,Cup Price
Tesco Traditional Sliced Runner Beans 160G,Fresh Food,Fresh Vegetables,301194326,https://www.tesco.com/groceries/en-GB/products/301194326,£ 1.50,£9.38/kg
Tesco Fresh Cut Curled Parsley 30G,Fresh Food,Fresh Vegetables,292686720,https://www.tesco.com/groceries/en-GB/products/292686720,£ 0.47,£0.16/10g
Tesco Red Potato 2.5Kg,Fresh Food,Fresh Vegetables,297543409,https://www.tesco.com/groceries/en-GB/products/297543409,£ 1.35,£0.54/kg
Tesco Large Broccoli Pack 500G,Fresh Food,Fresh Vegetables,272852905,https://www.tesco.com/groceries/en-GB/products/272852905,£ 0.85,£1.70/kg
Tesco Parmentier Potatoes 400G,Fresh Food,Fresh Vegetables,305055877,https://www.tesco.com/groceries/en-GB/products/305055877,£ 2.00,£5.00/kg
Tesco Organic Courgettes 3 Pack,Fresh Food,Fresh Vegetables,262018816,https://www.tesco.com/groceries/en-GB/products/262018816,£ 2.00,£0.67/each
Loose Closed Cup Mushrooms,Fresh Food,Fresh Vegetables,253560219,https://www.tesco.com/groceries/en-GB/products/253560219,£ 0.06,£3.17/kg
Tesco Snack Pack Soft Apricots 50G,Fresh Food,Fresh Fruit,302685769,https://www.tesco.com/groceries/en-GB/products/302685769,£ 0.85,£17.00/kg
Tesco Almonds 25G,Fresh Food,Fresh Fruit,299497656,https://www.tesco.com/groceries/en-GB/products/299497656,£ 0.55,£2.20/100g
Tesco Organic Kiwi 4 Pack,Fresh Food,Fresh Fruit,256644151,https://www.tesco.com/groceries/en-GB/products/256644151,£ 1.20,£0.30/each
Tesco Peaches Minimum 4 Pack,Fresh Food,Fresh Fruit,296057670,https://www.tesco.com/groceries/en-GB/products/296057670,£ 2.00,£0.50/each
Tesco Snacking Pistachio 50G,Fresh Food,Fresh Fruit,287219084,https://www.tesco.com/groceries/en-GB/products/287219084,£ 1.00,£20.00/kg
Tesco Chocolate Fruit & Nut Mix Snack Pack 60G,Fresh Food,Fresh Fruit,283112187,https://www.tesco.com/groceries/en-GB/products/283112187,£ 1.00,£16.67/kg
Suntrail Farms Fruit Salad 200G,Fresh Food,Fresh Fruit,302971943,https://www.tesco.com/groceries/en-GB/products/302971943,£ 0.85,£4.25/kg
Tesco Salt & Pepper Nut Mix Snack Pack 55G,Fresh Food,Fresh Fruit,283112072,https://www.tesco.com/groceries/en-GB/products/283112072,£ 1.00,£18.19/kg
Tesco Brazil Nuts Snack Pack 60G,Fresh Food,Fresh Fruit,283111885,https://www.tesco.com/groceries/en-GB/products/283111885,£ 1.00,£1.67/100g
Tesco Finest Medjool Date Selection 335G,Fresh Food,Fresh Fruit,310693655,https://www.tesco.com/groceries/en-GB/products/310693655,£ 10.00,£29.86/kg
Tesco Organic Walnuts 100G,Fresh Food,Fresh Fruit,261834005,https://www.tesco.com/groceries/en-GB/products/261834005,£ 3.00,£30.00/kg
Tesco Cashew & Raisins 200G,Fresh Food,Fresh Fruit,302716227,https://www.tesco.com/groceries/en-GB/products/302716227,£ 2.50,£12.50/kg
Tesco Finest Fruit & Nut 190G,Fresh Food,Fresh Fruit,302676982,https://www.tesco.com/groceries/en-GB/products/302676982,£ 3.00,£15.79/kg
Tesco Organic Fair Trade Cashew Nuts 150G,Fresh Food,Fresh Fruit,260942646,https://www.tesco.com/groceries/en-GB/products/260942646,£ 3.00,£20.00/kg
Tesco Organic Mixed Nuts 200G,Fresh Food,Fresh Fruit,258580504,https://www.tesco.com/groceries/en-GB/products/258580504,£ 3.00,£15.00/kg
Tesco Finest Lime Infused Mango 100G,Fresh Food,Fresh Fruit,309765128,https://www.tesco.com/groceries/en-GB/products/309765128,£ 3.00,£30.00/kg
Tesco Finest Belgian Dark Chocolate Brazil Nuts 225G,Fresh Food,Fresh Fruit,304383144,https://www.tesco.com/groceries/en-GB/products/304383144,£ 4.00,£1.78/100g
Tesco Cranberries 100G,Fresh Food,Fresh Fruit,308870949,https://www.tesco.com/groceries/en-GB/products/308870949,£ 1.75,£17.50/kg
Tesco Pink Lady Apple Doy Bag 350G,Fresh Food,Fresh Fruit,302947875,https://www.tesco.com/groceries/en-GB/products/302947875,£ 2.40,£6.86/kg
Tesco Finest Medjool & Zamli Dates 400G,Fresh Food,Fresh Fruit,297685391,https://www.tesco.com/groceries/en-GB/products/297685391,£ 4.50,£11.25/kg
Tesco Goji Berries 100G,Fresh Food,Fresh Fruit,262860352,https://www.tesco.com/groceries/en-GB/products/262860352,£ 1.75,£17.50/kg
Tesco Fruit Salad Selection 435G,Fresh Food,Fresh Fruit,308454819,https://www.tesco.com/groceries/en-GB/products/308454819,£ 3.50,£8.05/kg
Tesco Pecan Nuts 100G,Fresh Food,Fresh Fruit,266375275,https://www.tesco.com/groceries/en-GB/products/266375275,£ 2.00,£20.00/kg
Tesco Organic Almonds 200 G,Fresh Food,Fresh Fruit,266356851,https://www.tesco.com/groceries/en-GB/products/266356851,£ 3.00,£15.00/kg
Tesco Mini Roast Potatoes 500G,Fresh Food,Fresh Vegetables,299965759,https://www.tesco.com/groceries/en-GB/products/299965759,£ 2.00,£4.00/kg
Tesco Medium Pot Coriander,Fresh Food,Fresh Vegetables,256220670,https://www.tesco.com/groceries/en-GB/products/256220670,£ 1.25,£1.25/each
Tesco Finest Cavolo Nero Kale 200G,Fresh Food,Fresh Vegetables,305053885,https://www.tesco.com/groceries/en-GB/products/305053885,£ 1.50,£7.50/kg
Tesco Bird Eye Chillies 25G Price Marked,Fresh Food,Fresh Vegetables,255737636,https://www.tesco.com/groceries/en-GB/products/255737636,£ 0.90,£36.00/kg
Tesco Organic Garlic 3 Pack,Fresh Food,Fresh Vegetables,263943986,https://www.tesco.com/groceries/en-GB/products/263943986,£ 1.00,£0.33/each
Tesco Broccoli Florets 240G,Fresh Food,Fresh Vegetables,277967105,https://www.tesco.com/groceries/en-GB/products/277967105,£ 1.50,£6.25/kg
Tesco Organic Brown Onion 750G,Fresh Food,Fresh Vegetables,268597343,https://www.tesco.com/groceries/en-GB/products/268597343,£ 1.25,£1.67/kg
Tesco Finest Shiitake Mushrooms 125G,Fresh Food,Fresh Vegetables,273664769,https://www.tesco.com/groceries/en-GB/products/273664769,£ 1.65,£13.20/kg
Tesco Organic Chestnut Mushrooms 250 G,Fresh Food,Fresh Vegetables,254707265,https://www.tesco.com/groceries/en-GB/products/254707265,£ 1.35,£5.40/kg
Tesco Sliced Red Onion 180G,Fresh Food,Fresh Vegetables,292632440,https://www.tesco.com/groceries/en-GB/products/292632440,£ 1.00,£5.56/kg
Redmere Farms Asparagus 170G,Fresh Food,Fresh Vegetables,292276445,https://www.tesco.com/groceries/en-GB/products/292276445,£ 1.29,£7.59/kg
Tesco Finest Tenderstem & Asparagus With Wild Garlic Butter 260G,Fresh Food,Fresh Vegetables,309775266,https://www.tesco.com/groceries/en-GB/products/309775266,£ 2.25,£8.66/kg
Tesco Growing Mint Large Pot,Fresh Food,Fresh Vegetables,261718731,https://www.tesco.com/groceries/en-GB/products/261718731,£ 1.25,£1.25/each
Tesco Katsu Curry Sauce 180G,Fresh Food,Fresh Vegetables,306941322,https://www.tesco.com/groceries/en-GB/products/306941322,£ 1.00,£5.56/kg
Tesco Shallots Onions 400G,Fresh Food,Fresh Vegetables,290711055,https://www.tesco.com/groceries/en-GB/products/290711055,£ 1.20,£3.00/kg
Tesco Organic Baby Potatoes 750G,Fresh Food,Fresh Vegetables,288043433,https://www.tesco.com/groceries/en-GB/products/288043433,£ 1.10,£1.47/kg
Tesco Peeled Potatoes 700G,Fresh Food,Fresh Vegetables,260999122,https://www.tesco.com/groceries/en-GB/products/260999122,£ 1.00,£1.43/kg
Albert Bartlett Creamy Mashed Potato 400G,Fresh Food,Fresh Vegetables,309754130,https://www.tesco.com/groceries/en-GB/products/309754130,£ 1.25,£3.13/kg
Tesco Potatoes With Garlic Butter 360G,Fresh Food,Fresh Vegetables,305247282,https://www.tesco.com/groceries/en-GB/products/305247282,£ 1.00,£2.78/kg
Tesco Finest Jubilee Asparagus 160G,Fresh Food,Fresh Vegetables,283467325,https://www.tesco.com/groceries/en-GB/products/283467325,£ 2.50,£15.63/kg
Tesco Coriander Bunches 150G,Fresh Food,Fresh Vegetables,254948175,https://www.tesco.com/groceries/en-GB/products/254948175,£ 1.25,£0.08/10g
Tesco Sliced Greens 300G,Fresh Food,Fresh Vegetables,273718534,https://www.tesco.com/groceries/en-GB/products/273718534,£ 1.25,£4.17/kg
Tesco Stuffed Peppers 320G,Fresh Food,Fresh Vegetables,306816120,https://www.tesco.com/groceries/en-GB/products/306816120,£ 2.00,£6.25/kg
Tesco Jersey Royal Potatoes 450G,Fresh Food,Fresh Vegetables,258142494,https://www.tesco.com/groceries/en-GB/products/258142494,£ 1.85,£4.12/kg
"Tesco Melon, Grape Kiwi, Strawberry & Pomegranate 285G",Fresh Food,Fresh Fruit,302973019,https://www.tesco.com/groceries/en-GB/products/302973019,£ 2.25,£7.90/kg
Tesco Organic Pink Lady Apples 440G,Fresh Food,Fresh Fruit,293171580,https://www.tesco.com/groceries/en-GB/products/293171580,£ 2.50,£5.69/kg
Tesco Strawberry Banana Grape Apple 230G,Fresh Food,Fresh Fruit,295770402,https://www.tesco.com/groceries/en-GB/products/295770402,£ 2.25,£9.79/kg
Tesco Supersweet Nectarine Perfectly Ripe Mineral 3 Pack,Fresh Food,Fresh Fruit,253557846,https://www.tesco.com/groceries/en-GB/products/253557846,£ 2.00,£0.67/each
Tesco Wasabi Peas 40G,Fresh Food,Fresh Fruit,306930312,https://www.tesco.com/groceries/en-GB/products/306930312,£ 1.00,£25.00/kg
Jaffa Seedless Lemons Minimum 4Pack,Fresh Food,Fresh Fruit,309172075,https://www.tesco.com/groceries/en-GB/products/309172075,£ 1.50,£0.38/each
Tesco Tropical Mix 160G,Fresh Food,Fresh Fruit,302685470,https://www.tesco.com/groceries/en-GB/products/302685470,£ 1.75,£10.94/kg
Tesco Pink Lady Apple Pot 80G,Fresh Food,Fresh Fruit,301513394,https://www.tesco.com/groceries/en-GB/products/301513394,£ 1.15,£1.44/100g
Tesco Apple & Strawberry 100G,Fresh Food,Fresh Fruit,305983158,https://www.tesco.com/groceries/en-GB/products/305983158,£ 1.15,£11.50/kg
Tesco Organic Unwaxed Oranges,Fresh Food,Fresh Fruit,255582121,https://www.tesco.com/groceries/en-GB/products/255582121,£ 1.30,£0.32/each
Tesco Snack Pack Almonds 60G,Fresh Food,Fresh Fruit,267264900,https://www.tesco.com/groceries/en-GB/products/267264900,£ 1.00,£16.67/kg
Tesco Seasonal Seasonal Apples Mineral 5 Pack,Fresh Food,Fresh Fruit,309753989,https://www.tesco.com/groceries/en-GB/products/309753989,£ 2.00,£0.40/each
Tesco Roasted Nut Mix 45G,Fresh Food,Fresh Fruit,268954572,https://www.tesco.com/groceries/en-GB/products/268954572,£ 1.00,£22.23/kg
Tesco Organic Ripe & Ready Pears 550G,Fresh Food,Fresh Fruit,287024636,https://www.tesco.com/groceries/en-GB/products/287024636,£ 2.50,£4.55/kg
The Chia Company Black Chia Seed 453G,Fresh Food,Fresh Fruit,297609517,https://www.tesco.com/groceries/en-GB/products/297609517,£ 10.00,£22.08/kg
Tesco Finest Hickory Smoked Nut Selection 225G,Fresh Food,Fresh Fruit,280418032,https://www.tesco.com/groceries/en-GB/products/280418032,£ 4.00,£17.78/kg
Tesco Organic Fair Trade Brazil Nuts 150G,Fresh Food,Fresh Fruit,258701017,https://www.tesco.com/groceries/en-GB/products/258701017,£ 3.00,£20.00/kg
Tesco Winter Fruit Salad 455G,Fresh Food,Fresh Fruit,304398806,https://www.tesco.com/groceries/en-GB/products/304398806,£ 3.00,£6.60/kg
Tesco Smoky Paprika Crunch 45G,Fresh Food,Fresh Fruit,306937034,https://www.tesco.com/groceries/en-GB/products/306937034,£ 1.00,£2.23/100g
Tesco Flat Peach Minimum 4 Pack,Fresh Food,Fresh Fruit,268663138,https://www.tesco.com/groceries/en-GB/products/268663138,,
Tesco Organic Cauliflower Each Class 2,Fresh Food,Fresh Vegetables,257479195,https://www.tesco.com/groceries/en-GB/products/257479195,£ 1.75,£1.75/each
Celeriac Catchweight,Fresh Food,Fresh Vegetables,255932007,https://www.tesco.com/groceries/en-GB/products/255932007,£ 1.16,£1.45/kg
Tesco Diced Swede 350G,Fresh Food,Fresh Vegetables,297685615,https://www.tesco.com/groceries/en-GB/products/297685615,£ 0.45,£1.29/kg
Tesco Stir Fry Vegetable Medley 220G,Fresh Food,Fresh Vegetables,264653295,https://www.tesco.com/groceries/en-GB/products/264653295,£ 1.75,£7.96/kg
Tesco Asparagus & Tenderstem Broccoli 190G,Fresh Food,Fresh Vegetables,279647204,https://www.tesco.com/groceries/en-GB/products/279647204,£ 2.00,£10.53/kg
Tesco Rice Noodles 300G,Fresh Food,Fresh Vegetables,290981805,https://www.tesco.com/groceries/en-GB/products/290981805,£ 0.99,£3.30/kg
Tesco Fine Beans 420G,Fresh Food,Fresh Vegetables,307363532,https://www.tesco.com/groceries/en-GB/products/307363532,£ 2.00,£4.77/kg
Tesco Protein Noodles 300G,Fresh Food,Fresh Vegetables,299847531,https://www.tesco.com/groceries/en-GB/products/299847531,£ 0.99,£3.30/kg
Tesco Finest Triple Cooked Chips 400G,Fresh Food,Fresh Vegetables,297660374,https://www.tesco.com/groceries/en-GB/products/297660374,£ 2.60,£6.50/kg
Organic Sweet Potatoes 750G,Fresh Food,Fresh Vegetables,252367214,https://www.tesco.com/groceries/en-GB/products/252367214,£ 2.25,£3.00/kg
Tesco Finest Isabella Basil Medium Pot,Fresh Food,Fresh Vegetables,283668681,https://www.tesco.com/groceries/en-GB/products/283668681,£ 1.50,£1.50/each
Tesco Finest Rosanna Pink Onions 3Pack,Fresh Food,Fresh Vegetables,305975243,https://www.tesco.com/groceries/en-GB/products/305975243,£ 1.20,£0.40/each
Tesco Seasoned Roast Potatoes 800G,Fresh Food,Fresh Vegetables,309757887,https://www.tesco.com/groceries/en-GB/products/309757887,£ 2.00,£2.50/kg
Tesco Organic Spinach 200G,Fresh Food,Fresh Vegetables,250342022,https://www.tesco.com/groceries/en-GB/products/250342022,£ 1.80,£9.00/kg
Tesco Rocket Chillies 250G,Fresh Food,Fresh Vegetables,264013984,https://www.tesco.com/groceries/en-GB/products/264013984,£ 1.75,£7.00/kg
Tesco Medium Pot Curled Parsley,Fresh Food,Fresh Vegetables,256212432,https://www.tesco.com/groceries/en-GB/products/256212432,£ 1.25,£1.25/each
Tesco Imperator Carrot 450G,Fresh Food,Fresh Vegetables,296424875,https://www.tesco.com/groceries/en-GB/products/296424875,£ 1.50,£3.34/kg
Tesco Medium Pot Flat Leaf Parsley,Fresh Food,Fresh Vegetables,257574329,https://www.tesco.com/groceries/en-GB/products/257574329,£ 1.25,£1.25/each
Tesco Extra Large Brown Onions 2 Pack,Fresh Food,Fresh Vegetables,305837079,https://www.tesco.com/groceries/en-GB/products/305837079,£ 1.00,£0.50/each
Tesco Okra 175G,Fresh Food,Fresh Vegetables,260918818,https://www.tesco.com/groceries/en-GB/products/260918818,£ 1.60,£9.15/kg
Tesco Finger Chillies 80G,Fresh Food,Fresh Vegetables,253194105,https://www.tesco.com/groceries/en-GB/products/253194105,£ 1.00,£12.50/kg
Organic Curly Kale 200G,Fresh Food,Fresh Vegetables,252834693,https://www.tesco.com/groceries/en-GB/products/252834693,£ 1.55,£7.75/kg
Cofresh Okra Cut 300G,Fresh Food,Fresh Vegetables,271196116,https://www.tesco.com/groceries/en-GB/products/271196116,£ 1.00,£3.34/kg
Tesco Organic White Potatoes 1.5Kg,Fresh Food,Fresh Vegetables,288043116,https://www.tesco.com/groceries/en-GB/products/288043116,£ 1.50,£1.00/kg
Tesco Red Organic Onions 500G,Fresh Food,Fresh Vegetables,254932061,https://www.tesco.com/groceries/en-GB/products/254932061,£ 1.25,£2.50/kg
Tesco Finest Sliced Cavolo Nero 200G,Fresh Food,Fresh Vegetables,307134699,https://www.tesco.com/groceries/en-GB/products/307134699,£ 1.50,£7.50/kg
Tesco Trimmed Tenderstem Broccoli 80G,Fresh Food,Fresh Vegetables,300537350,https://www.tesco.com/groceries/en-GB/products/300537350,,
Tesco Casserole Vegetable 700G,Fresh Food,Fresh Vegetables,296016910,https://www.tesco.com/groceries/en-GB/products/296016910,£ 1.50,£2.15/kg
Tesco Large Asparagus Bundle,Fresh Food,Fresh Vegetables,303205364,https://www.tesco.com/groceries/en-GB/products/303205364,£ 2.50,£2.50/each
Tesco Cauliflower Florets 240G,Fresh Food,Fresh Vegetables,309743932,https://www.tesco.com/groceries/en-GB/products/309743932,£ 1.30,£5.42/kg
Tesco Choi Sum 200G,Fresh Food,Fresh Vegetables,267908975,https://www.tesco.com/groceries/en-GB/products/267908975,£ 1.20,£6.00/kg
Tesco Thai Lemon Grass Minimum 2 Stems,Fresh Food,Fresh Vegetables,256731301,https://www.tesco.com/groceries/en-GB/products/256731301,£ 0.60,£0.30/each
Tesco Finest Oyster Mushroom Cluster 150G,Fresh Food,Fresh Vegetables,302290699,https://www.tesco.com/groceries/en-GB/products/302290699,£ 1.70,£11.34/kg
Tesco Organic Bunched Carrots 400G,Fresh Food,Fresh Vegetables,307143735,https://www.tesco.com/groceries/en-GB/products/307143735,£ 1.50,£3.75/kg
Tesco Root Vegetable Medley 1Kg,Fresh Food,Fresh Vegetables,285959316,https://www.tesco.com/groceries/en-GB/products/285959316,£ 1.00,£1.00/kg
Tesco Butternut Squash & Sweet Potato 350G,Fresh Food,Fresh Vegetables,258259008,https://www.tesco.com/groceries/en-GB/products/258259008,£ 1.25,£3.58/kg
Organic Leeks 400G,Fresh Food,Fresh Vegetables,256858664,https://www.tesco.com/groceries/en-GB/products/256858664,£ 1.50,£3.75/kg
Tesco Sweet Potato Mash 400G,Fresh Food,Fresh Vegetables,297673140,https://www.tesco.com/groceries/en-GB/products/297673140,£ 0.99,£2.48/kg
Tesco Samphire 115G,Fresh Food,Fresh Vegetables,279426910,https://www.tesco.com/groceries/en-GB/products/279426910,£ 2.00,£17.40/kg
Tesco Medium Pot Thyme,Fresh Food,Fresh Vegetables,256204223,https://www.tesco.com/groceries/en-GB/products/256204223,£ 1.25,£1.25/each
Tesco Fire Pit Patatas Bravas 400G,Fresh Food,Fresh Vegetables,305949511,https://www.tesco.com/groceries/en-GB/products/305949511,£ 2.00,£5.00/kg
Chop Chilli & Thai Basil Sauce 130G,Fresh Food,Fresh Vegetables,310131699,https://www.tesco.com/groceries/en-GB/products/310131699,£ 1.25,£9.62/kg
Tesco Cheesy Chips 400G,Fresh Food,Fresh Vegetables,308480881,https://www.tesco.com/groceries/en-GB/products/308480881,£ 2.50,£6.25/kg
Tesco Finest Hasselback Potatoes 450G,Fresh Food,Fresh Vegetables,309775076,https://www.tesco.com/groceries/en-GB/products/309775076,£ 2.25,£5.00/kg
Tesco Finest Rainbow Chard. 200G,Fresh Food,Fresh Vegetables,307337472,https://www.tesco.com/groceries/en-GB/products/307337472,£ 1.50,£7.50/kg
Tesco Sweet Potato Wedges In Parsley & Thyme Oil 500G,Fresh Food,Fresh Vegetables,309767875,https://www.tesco.com/groceries/en-GB/products/309767875,£ 1.75,£3.50/kg
Tesco Organic Seasonal Cabbage Each,Fresh Food,Fresh Vegetables,256725879,https://www.tesco.com/groceries/en-GB/products/256725879,£ 1.25,£1.25/each
Tesco Butternut & Pak Choi Stir Fry 280G,Fresh Food,Fresh Vegetables,308467926,https://www.tesco.com/groceries/en-GB/products/308467926,£ 1.50,£5.36/kg
Fresh & Easy Vegetable Soup Mix 600G,Fresh Food,Fresh Vegetables,268913926,https://www.tesco.com/groceries/en-GB/products/268913926,£ 1.30,£2.17/kg
Tesco Medium Pot Rosemary,Fresh Food,Fresh Vegetables,285507466,https://www.tesco.com/groceries/en-GB/products/285507466,£ 1.25,£1.25/each
Tesco Potato Wedges 500G,Fresh Food,Fresh Vegetables,308449568,https://www.tesco.com/groceries/en-GB/products/308449568,£ 1.30,£2.60/kg
Tesco Swoodles 250G,Fresh Food,Fresh Vegetables,304384264,https://www.tesco.com/groceries/en-GB/products/304384264,£ 1.00,£4.00/kg
Tesco 2 Baking Sweet Potatoes,Fresh Food,Fresh Vegetables,309763453,https://www.tesco.com/groceries/en-GB/products/309763453,£ 1.15,£0.58/each
Tesco Carrot Sweetcorn & Peas Layered Vegetable 355G,Fresh Food,Fresh Vegetables,301217255,https://www.tesco.com/groceries/en-GB/products/301217255,£ 2.00,£5.64/kg
Tesco Hot & Spicy Stir Fry Mix 320G,Fresh Food,Fresh Vegetables,308470000,https://www.tesco.com/groceries/en-GB/products/308470000,£ 1.50,£4.69/kg
Albert Bartlett Cheese Croquettes 250G,Fresh Food,Fresh Vegetables,311230753,https://www.tesco.com/groceries/en-GB/products/311230753,£ 1.50,£6.00/kg
Albert Bartlett Rooster Fries 300G,Fresh Food,Fresh Vegetables,311205801,https://www.tesco.com/groceries/en-GB/products/311205801,£ 1.40,£4.67/kg
Tesco Finest Exotic Mushroom Selection 220G,Fresh Food,Fresh Vegetables,310096397,https://www.tesco.com/groceries/en-GB/products/310096397,£ 2.65,£12.05/kg
Tesco Finest Oak Smoked Garlic,Fresh Food,Fresh Vegetables,307352597,https://www.tesco.com/groceries/en-GB/products/307352597,£ 1.05,£1.05/each
Seasonal New Loose Potatoes,Fresh Food,Fresh Vegetables,253555232,https://www.tesco.com/groceries/en-GB/products/253555232,£ 0.11,£1.65/kg
Tesco Finest Salad Asparagus 140G,Fresh Food,Fresh Vegetables,303204139,https://www.tesco.com/groceries/en-GB/products/303204139,£ 2.00,£1.43/100g
