"50 pint Dehumidifier 4,500 Sq. ft High Humidity Large Rooms, or Basements, Cooper&Hunter",3RGN162MEN5Z,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=m_2YQC7HtIf0Oqohqm6NlJfbLKCqmzBivvmLhcvPIOu9HIgKyt0PZrQdWQfib_Qu215kakvyjmv07LryXk8Mpu-fYSLZ4aavpz1g157xTUpRlbtoOTlk4i0dsyqIiMC-olZPyiEwdFoILjTAC4bdOjLKeYKudMtB1RkXWPoC8HQ&storeId=3081&pt=browse&pos=1&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2F50-pint-Dehumidifier-4-500-Sq-ft-High-Humidity-Large-Rooms-or-Basements-Cooper-Hunter%2F370321486%3Fathbdg%3DL1400&athbdg=L1400,$199.00,
"TACKLIFE Home Dehumidifiers 35 Pints For 3000 Sq. ft Room, Large Removal with Water Bucket & Continuous Drain Hose for Self-Draining, Ideal for Basement(38°F), Bedroom, Bathroom | TKD350",6F1H0SUE096Q,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=2iIoF_rX22ObvlVPCQsuYhiORL4CCm7gcD11uKEDYNN16yHbvjO63m2gndBUr38Rd1toSfdCjrHs6jJMOqaRbuPYu_931LShx5TGZxKRFvkXUVCiU_JLHH0L__eOwicGqZyWSEskboVb5vxFDGtF4HcEDJ9IJeK1uKR4PlDmcoU&storeId=3081&pt=browse&pos=2&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FTACKLIFE-Home-Dehumidifiers-35-Pints-For-3000-Sq-ft-Room-Large-Removal-Water-Bucket-Continuous-Drain-Hose-Self-Draining-Ideal-Basement-38-F-Bedroom-B%2F455059422%3Fathbdg%3DL1700&athbdg=L1700,$174.99,5 out of 5 Stars. 1 reviews
"Waykar 70 Pints Dehumidifier for Basement and Home with Drain Hose, Spaces up to 4500 Sq Ft, Removes 9 Gallons Moisture/Day, 1.18 Gallons Water Tank and Four Air Outlets",30VG1S754JKH,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=Ev6TThKxqma-yCSk7qDxJH62udCmG_BXntrvtI6C0UOzikq0lmREYFcVsUQ-_88GrZ8inQiqI0149FUpIdxCUNG7BSUxeM1wdAMqTTssmTyjd8mXrauGFcVnXhlcd6LuO0HVaZforTzilqzpo1nTOBpEf-8TbVfOd6ye6iH_NeQ&storeId=3081&pt=browse&pos=3&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FWaykar-70-Pints-Dehumidifier-Basement-Home-Drain-Hose-Spaces-4500-Sq-Ft-Removes-9-Gallons-Moisture-Day-1-18-Water-Tank-Four-Air-Outlets%2F346744009%3Fathbdg%3DL1700&athbdg=L1700,$259.99,5 out of 5 Stars. 668 reviews
ALROCKET 5-Pint Dehumidifier Portable and Ultra Quiet with Automatic Defrosting for Home 1000ML(2200 Cubic Feet),70C6MU9I6MLG,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=wX7n3h6V6cVlaX5_XNGmdyoa4ppagp72SrQFTSgNA4Iu3i0szoVKynUPfFfQCPsGpY7wOT0mAJC5FdDsBSURER4YNT-pdLrGv0Ro6DNPhammZqcFLyAgYnJCS8E9xZlisNU1IpV2TnHpfsjF0HNcUPB7eqF2mS8r2rRJKhbLt1k&storeId=3081&pt=browse&pos=4&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FALROCKET-5-Pint-Dehumidifier-Portable-and-Ultra-Quiet-with-Automatic-Defrosting-for-Home-1000ML-2200-Cubic-Feet%2F386190834%3Fathbdg%3DL1700&athbdg=L1700,$39.99,4.1 out of 5 Stars. 31 reviews
"GE Appliances 35 Pint Dehumidifier for Very Damp Rooms, Energy Star, ADEW35LZ, White",6Z22C6W2EKF4,/ip/GE-Appliances-35-Pint-Dehumidifier-for-Very-Damp-Rooms-Energy-Star-ADEW35LZ-White/309495300,$173.99,5 out of 5 Stars. 2 reviews
"Midea 50-Pint EnergyStar Smart Dehumidifier for Wet Rooms with Pump, Black, MAD50PS1WBL",352D9DXG50MS,/ip/Midea-50-Pint-EnergyStar-Smart-Dehumidifier-for-Wet-Rooms-with-Pump-Black-MAD50PS1WBL/609854141?athbdg=L1600,$249.00,4.4 out of 5 Stars. 97 reviews
"Midea 22-Pints Energy Star Smart Dehumidifier for Damp Rooms, White, MAD22S1WWT",1NQ8A2JY91FI,/ip/Midea-22-Pints-Energy-Star-Smart-Dehumidifier-for-Damp-Rooms-White-MAD22S1WWT/832213626?athbdg=L1600,$169.00,4.6 out of 5 Stars. 70 reviews
"GE 20 Pt Portable Dehumidifier for Damp Spaces, White, ADEW20LY",5O8M259GBAYX,/ip/GE-20-Pt-Portable-Dehumidifier-for-Damp-Spaces-White-ADEW20LY/586071492?athbdg=L1200,$172.00,4.6 out of 5 Stars. 697 reviews
"Midea 50-Pint EnergyStar Dehumidifier for Wet Rooms with Pump, MAD50P1ZWS",6YLJOI14DL8P,/ip/Midea-50-Pint-EnergyStar-Dehumidifier-for-Wet-Rooms-with-Pump-MAD50P1ZWS/183627460,$198.00,4.4 out of 5 Stars. 57 reviews
"Midea 35-Pint Energy Star Smart Dehumidifier for Very Damp Rooms, White, MAD35S1WWT",2DPKACM5JLVO,/ip/Midea-35-Pint-Energy-Star-Smart-Dehumidifier-for-Very-Damp-Rooms-White-MAD35S1WWT/963578864?athbdg=L1600,$213.00,4.6 out of 5 Stars. 65 reviews
"Midea 22-Pint Energy Star Smart Dry Dehumidifier, Factory Refurbished ",495XXS0IW3MB,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=HagyV5F1DpY9JkcvTV8Iy_bxtVjycxGVgPQwieTYJ37gwW8TnAavBuiBbkuIeJRgQa12ALK7Hgts7Cce2jaggsHGSVhTsTon4Dqn3ZMfsat79-zhUQXsDJooexa-OUaDTQgfxBr_QJ6CW8dFGJeXbTNRe7jPLaYeFU5Wsjo6-hw&storeId=3081&pt=browse&pos=11&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FMidea-22-Pint-Energy-Star-Smart-Dry-Dehumidifier-Factory-Refurbished%2F288135705%3Fathbdg%3DL1600&athbdg=L1600,$127.87,5 out of 5 Stars. 1 reviews
AUZKIN 700ml Small Dehumidifiers with LED Light 2200 Cubic feet (215 Sq. ft) ,5EZPAIUMOUEZ,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=mfWvQpzjDK-3WsBCFhgBbzV2D6DCZ63GvSecJJYtOTzomb4AGn-UPsctdkTGNMPudJmYE1tDa7ceag0NwbBbU4o_L_oL8d32X5BXxexPLikKR-f2dmJiW3-9Kx6vKNqC6Qa32mWwkox8_Qc8FO6rwFAZ-il2LgS-0Uhj-dttZkE&storeId=3081&pt=browse&pos=12&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAUZKIN-700ml-Small-Dehumidifiers-with-LED-Light-2200-Cubic-feet-215-Sq-ft%2F831347236%3Fathbdg%3DL1700&athbdg=L1700,$35.99,4.4 out of 5 Stars. 19 reviews
Pro Breeze 1 Pint Portable Dehumidifier for Small Rooms up to 215 sq. ft. - 0.5 Pint Moisture Removal/Day ,2IQYAFECVCZ0,/ip/Pro-Breeze-1-Pint-Portable-Dehumidifier-for-Small-Rooms-up-to-215-sq-ft-0-5-Pint-Moisture-Removal-Day/985663512?athbdg=L1600,$49.86,5 out of 5 Stars. 4 reviews
AUZKIN 700ml Small Dehumidifiers with LED Light 2200 Cubic feet (215 Sq. ft) ,5EZPAIUMOUEZ,/ip/AUZKIN-700ml-Small-Dehumidifiers-with-LED-Light-2200-Cubic-feet-215-Sq-ft/831347236?athbdg=L1700,$35.99,4.4 out of 5 Stars. 19 reviews
ALROCKET 5-Pint Dehumidifier Portable and Ultra Quiet for Home Large Room 77.5oz 2300ml(4500 Cubic Feet) ,3CLJD18CI637,/ip/ALROCKET-5-Pint-Dehumidifier-Portable-and-Ultra-Quiet-for-Home-Large-Room-77-5oz-2300ml-4500-Cubic-Feet/844385781?athbdg=L1700,$64.99,4.5 out of 5 Stars. 36 reviews
"hOmeLabs 1,500 Sq. Ft Energy Star Dehumidifier for Medium to Large Rooms and Basements, 22 pints ",1L2RBTK3E2V8,/ip/hOmeLabs-1-500-Sq-Ft-Energy-Star-Dehumidifier-for-Medium-to-Large-Rooms-and-Basements-22-pints/704865222?athbdg=L1700,From $199.97,4.7 out of 5 Stars. 454 reviews
"VAVSEA Electric Dehumidifier, 1200 Cubic Feet (215 sq ft) Small Dehumidifier, Portable Mini Dehumidifier with Auto Shut Off, Quiet Air Dehumidifier for Home, Bathroom, Bedroom, Kitchen, Office ",2GOZMVK0HVM3,/ip/VAVSEA-Electric-Dehumidifier-1200-Cubic-Feet-215-sq-ft-Small-Portable-Mini-Dehumidifier-Auto-Shut-Off-Quiet-Air-Home-Bathroom-Bedroom-Kitchen-Office/252811104?athbdg=L1700,$36.90,4.8 out of 5 Stars. 294 reviews
Midea Cube Smart Wifi Dehumidifiers ,7BCJKWMNNHLY,/ip/Midea-Cube-20-Pint-Smart-WiFi-Dehumidifier-Coverage-Up-to-2-000-Sq-Ft/576368392,$197.00,4.5 out of 5 Stars. 62 reviews
"GENERAL ELECTRIC Energy Star 35-Pint Portable Dehumidifier with Drain, White, ADHB35LZ ",4OYEOUAQ489V,/ip/GENERAL-ELECTRIC-Energy-Star-35-Pint-Portable-Dehumidifier-with-Drain-White-ADHB35LZ/410372103,$114.99,3.2 out of 5 Stars. 12 reviews
Alrocket Small Dehumidifiers with LED Light 2200 Cubic feet (215 Sq Ft)- Black ,6FPAKYPV2B0I,/ip/Alrocket-Small-Dehumidifiers-with-LED-Light-2200-Cubic-feet-215-Sq-Ft-Black/666977685?athbdg=L1700,$35.99,4.8 out of 5 Stars. 13 reviews
"Waykar 30 Pints Dehumidifier for Basement and Home with Drain Hose, Spaces up to 1700 Sq Ft, Moisture Remove ",3LU4EAGDIRHL,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=EfPsXnIJ23s7ywBewoRVAX62udCmG_BXntrvtI6C0UOzikq0lmREYFcVsUQ-_88GrZ8inQiqI0149FUpIdxCUNG7BSUxeM1wdAMqTTssmTymZqcFLyAgYnJCS8E9xZli6z-GuFFFKfmHtYmG0qVJSnCsMuAWjtQHslD3glueGWg&storeId=3081&pt=browse&pos=21&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FWaykar-30-Pints-Dehumidifier-for-Basement-and-Home-with-Drain-Hose-Spaces-up-to-1700-Sq-Ft-Moisture-Remove%2F410505447%3Fathbdg%3DL1700&athbdg=L1700,$179.99,4 out of 5 Stars. 146 reviews
"hOmeLabs 4,500 Sq. Ft Energy Star Dehumidifier for Extra Large Rooms and Basements ",2QL914V3XP0R,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=i8QrdH1EgED_VkmLyg_IMuhYl524Vr8NM72QFcZiDtxCx54v5Di3kDWC2Vbt6q3rfApjLUVFYqOlEZWQrz_KceFZZMj-i1Dmj_uL0ElSQd9UBmIR4DkMeFobOc5uZifyTqx9TdzHb6D4BNcxlMeyeBP971-tnpQeW9j4jphK7J0&storeId=3081&pt=browse&pos=22&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FhOmeLabs-4-500-Sq-Ft-Energy-Star-Dehumidifier-for-Extra-Large-Rooms-and-Basements%2F605416084%3Fathbdg%3DL1700&athbdg=L1700,$269.97,4.5 out of 5 Stars. 263 reviews
ALROCKET 5-Pint Dehumidifier Portable and Ultra Quiet with Automatic Defrosting for Home 1000ML(2200 Cubic Feet) ,70C6MU9I6MLG,/ip/ALROCKET-5-Pint-Dehumidifier-Portable-and-Ultra-Quiet-with-Automatic-Defrosting-for-Home-1000ML-2200-Cubic-Feet/386190834?athbdg=L1700,$39.99,4.1 out of 5 Stars. 31 reviews
"Midea Cube 20-Pint 2-Speed Wi-Fi Connected Dehumidifier ENERGY STAR, Factory Refurbished ",736OQDC3KN5Z,/ip/Midea-Cube-20-Pint-2-Speed-Wi-Fi-Connected-Dehumidifier-ENERGY-STAR-Factory-Refurbished/719268928,$114.99,
"Frigidaire 35-Pint Dehumidifier with Effortless Humidity Control, White ",4DGJ4H8SHWIS,/ip/Frigidaire-35-Pint-Dehumidifier-with-Effortless-Humidity-Control-White/512074322,$297.00,4.6 out of 5 Stars. 1167 reviews
Eva-Dry EDV-1100 Petite Dehumidifier ,57IDSZSVX3UW,/ip/Eva-Dry-EDV-1100-Petite-Dehumidifier/22134420?athbdg=L1700,$36.90,4.2 out of 5 Stars. 217 reviews
"Waykar 70 Pints Dehumidifier for Basement and Home with Drain Hose, Spaces up to 4500 Sq Ft, Removes 9 Gallons Moisture/Day, 1.18 Gallons Water Tank and Four Air Outlets ",30VG1S754JKH,/ip/Waykar-70-Pints-Dehumidifier-Basement-Home-Drain-Hose-Spaces-4500-Sq-Ft-Removes-9-Gallons-Moisture-Day-1-18-Water-Tank-Four-Air-Outlets/346744009?athbdg=L1700,$259.99,5 out of 5 Stars. 668 reviews
ALROCKET 1200ML Portable Quiet Dehumidifier (480 Sq ft) Automatic Defrosting Dehumidifier for Home ,6CHGEV9AP3TY,/ip/ALROCKET-1200ML-Portable-Quiet-Dehumidifier-480-Sq-ft-Automatic-Defrosting-Dehumidifier-for-Home/425431628?athbdg=L1700,$44.99,5 out of 5 Stars. 17 reviews
"hOmeLabs 4,500 Sq. Ft Energy Star Dehumidifier for Extra Large Rooms and Basements ",2QL914V3XP0R,/ip/hOmeLabs-4-500-Sq-Ft-Energy-Star-Dehumidifier-for-Extra-Large-Rooms-and-Basements/605416084?athbdg=L1700,$269.97,4.5 out of 5 Stars. 263 reviews
"TACKLIFE Home Dehumidifiers 35 Pints For 3000 Sq. ft Room, Large Removal with Water Bucket & Continuous Drain Hose for Self-Draining, Ideal for Basement(38F), Bedroom, Bathroom | TKD350 ",6F1H0SUE096Q,/ip/TACKLIFE-Home-Dehumidifiers-35-Pints-For-3000-Sq-ft-Room-Large-Removal-Water-Bucket-Continuous-Drain-Hose-Self-Draining-Ideal-Basement-38-F-Bedroom-B/455059422?athbdg=L1700,$174.99,5 out of 5 Stars. 1 reviews
"Della 3000 Sq. Ft Wi-Fi Energy Star Dehumidifier for Home and Basement with Auto or Manual Drainage, 0.9 Gallon Water Tank Capacity ",77VRVUA731DS,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=3dv3-E5ehzQJX2WH1h36zQHeTIB57UTXghEuM3L6SILvfAddOccGxULM5XnsjVr2qNKP3piK1PLDoj45Ly9KhZ2NIyIFls6OZW9QxHEUwko03D-q1PIbUmS3Lx9BsI9DcSSYAZ3N7QuT64hT6h8gVCcl5JvU8yEaweUz4cvRpAE&storeId=3081&pt=browse&pos=31&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FDella-3000-Sq-Ft-Wi-Fi-Energy-Star-Dehumidifier-for-Home-and-Basement-with-Auto-or-Manual-Drainage-0-9-Gallon-Water-Tank-Capacity%2F206416933%3Fathbdg%3DL1600&athbdg=L1600,$189.96,4.2 out of 5 Stars. 21 reviews
"Midea 50-Pint EnergyStar Dehumidifier for Wet Rooms with Pump, MAD50P1ZWS ",6YLJOI14DL8P,https://wrd.walmart.com/track?rdf=1&adUid=67d0fa6f-4b04-45d4-89cb-e9ee4d2ff6b8&plmt=sp-browse-middle~desktop~&tax=1072864_133032_1231459_112918&pltfm=desktop&eventST=click&pgId=1072864_133032_1231459_112918&spQs=yGmCFLkoIp2puXkrhIgQtjDcnDNc8wetx4uRYAEaNDxFkF-RAWDD-OGeyR9C25u1EPwiw2kksnSxAXDPknVX_nA_2_5dPIVav2KFA3xJZpiDE0GsDtEJ2xZFklSwFEbtvGV_qQTSLXTEylA57jcD9rkD24OTAcHRJlww3V8lc1Y&storeId=3081&pt=browse&pos=32&bt=1&mloc=sp-browse-middle&bkt=2478&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FMidea-50-Pint-EnergyStar-Dehumidifier-for-Wet-Rooms-with-Pump-MAD50P1ZWS%2F183627460&/ip/Midea-50-Pint-EnergyStar-Dehumidifier-for-Wet-Rooms-with-Pump-MAD50P1ZWS/183627460,$198.00,4.4 out of 5 Stars. 57 reviews
"Waykar 30 Pints Dehumidifier for Basement and Home with Drain Hose, Spaces up to 1700 Sq Ft, Moisture Remove ",3LU4EAGDIRHL,/ip/Waykar-30-Pints-Dehumidifier-for-Basement-and-Home-with-Drain-Hose-Spaces-up-to-1700-Sq-Ft-Moisture-Remove/410505447?athbdg=L1700,$179.99,4 out of 5 Stars. 146 reviews
"Midea 22-Pint Energy Star Smart Dry Dehumidifier, Factory Refurbished ",495XXS0IW3MB,/ip/Midea-22-Pint-Energy-Star-Smart-Dry-Dehumidifier-Factory-Refurbished/288135705?athbdg=L1600,$127.87,5 out of 5 Stars. 1 reviews
"Frigidaire 50-Pint Dehumidifier with Effortless Humidity Control, White ",26EQDFAPD8H0,/ip/Frigidaire-50-Pint-Dehumidifier-with-Effortless-Humidity-Control-White/142754049,$314.36,4.6 out of 5 Stars. 6879 reviews
"VAVSEA 1500ml Dehumidifier for Home, Electric Small Dehumidifier(322 sq ft), Compact Ultra Quiet Mini Dehumidifier for Bedroom, Kitchen, Basement, Caravan, Office, Garage or Closet ",33HIFE6JT9YA,/ip/VAVSEA-1500ml-Dehumidifier-Home-Electric-Small-Dehumidifier-322-sq-ft-Compact-Ultra-Quiet-Mini-Bedroom-Kitchen-Basement-Caravan-Office-Garage-Closet/747866379?athbdg=L1400,$36.99,4.9 out of 5 Stars. 7 reviews
"Midea 50-Pint 115-Volt Smartdry Dehumidifier, Factory Refurbished ",3JHUNRGPZJDU,/ip/Midea-50-Pint-115-Volt-Smartdry-Dehumidifier-Factory-Refurbished/997636200,$144.99,
"Pure Enrichment PureDry Deluxe Dehumidifier - Mid-Sized 1.5L Water Tank Eliminates 500ml/day in Excess Moisture from Closets, Bathrooms, Basements, Boats, Kitchens and Other Small to Mid-Sized Areas ",5JYYGP6H3FMU,/ip/Pure-Enrichment-PureDry-Deluxe-Dehumidifier-Mid-Sized-1-5L-Water-Tank-Eliminates-500ml-day-Excess-Moisture-Closets-Bathrooms-Basements-Boats-Kitchens/252506612,$99.99,4.4 out of 5 Stars. 81 reviews
"Dehumidifier For Basement, DFITO 50 Pint 4500 Square Feet Dehumidifier, w/Large 4L Tank, Drain /Smart Humidity Control/Laundry Dryer/ Auto Defrost, Dehumidifier For Home/ Room/Bedroom/Office, DJ300 ",6SUHW8RGJYQ1,/ip/Dehumidifier-For-Basement-DFITO-50-Pint-4500-Square-Feet-Dehumidifier-w-Large-4L-Tank-Drain-Smart-Humidity-Control-Laundry-Dryer-Auto-Defrost-Home-Ro/226247870?athbdg=L1400,From $247.99,
"ORFELD Dehumidifier Combo, 30oz 860ml Dehumidifiers, 2200 Cubic Feet 240 Sq. Ft Portable Quiet Dehumidifier with 7 Colors LED Light for Basements, Bathroom, Bedroom ",5O5DJLOGDJ4X,/ip/ORFELD-Dehumidifier-Combo-30oz-860ml-Dehumidifiers-2200-Cubic-Feet-240-Sq-Ft-Portable-Quiet-7-Colors-LED-Light-Basements-Bathroom-Bedroom/466379035?athbdg=L1700,$54.99,4.5 out of 5 Stars. 8 reviews
BLACK+DECKER BD30MWSA 30-Pint Portable Dehumidifier ,5XRDLK62FW7D,/ip/BLACK-DECKER-BD30MWSA-30-Pint-Portable-Dehumidifier/688473667,$189.81,
"50 pint Dehumidifier 4,500 Sq. ft High Humidity Large Rooms, or Basements, Cooper&Hunter ",3RGN162MEN5Z,/ip/50-pint-Dehumidifier-4-500-Sq-ft-High-Humidity-Large-Rooms-or-Basements-Cooper-Hunter/370321486?athbdg=L1400,$199.00,
"BLACK+DECKER BD22MWSA 22 Pint Dehumidifier, Energy Star Certified ",1YAV9MPWGIM0,/ip/BLACK-DECKER-BD22MWSA-22-Pint-Dehumidifier-Energy-Star-Certified/673101352,$141.00,
"Mini Dehumidifier for Small Spaces, Bedrooms, Wardrobes, Closets, Cars, Non-Toxic Cordless Rechargeable Dehumidifier ",0WD0FNHWFUZV,/ip/Mini-Dehumidifier-for-Small-Spaces-Bedrooms-Wardrobes-Closets-Cars-Non-Toxic-Cordless-Rechargeable-Dehumidifier/746713106?athbdg=L1700,$8.69,
"Vremi 50 Pint 4,500 Sq. Ft. Dehumidifier Energy Star Rated for Large Spaces and Basements ",3JMSLTIVHDSH,/ip/Vremi-50-Pint-4-500-Sq-Ft-Dehumidifier-Energy-Star-Rated-for-Large-Spaces-and-Basements/434120727?athbdg=L1600,$179.97,4.6 out of 5 Stars. 28 reviews
"Arctic King 20 Pint Energy Star Rated Dehumidifier for Damp Rooms, WDK20AE1N ",584LI602P268,/ip/Arctic-King-20-Pint-Energy-Star-Rated-Dehumidifier-for-Damp-Rooms-WDK20AE1N/855600512,$175.00,4.5 out of 5 Stars. 133 reviews
"Honeywell TP70PWKN 70 Pint Energy Star Dehumidifier with Pump for Basements & Large Rooms Up To 4000 Sq. Ft. with Mirage Display, Washable Filter to Remove Odor & Filter Change Alert ",1ZYEDE78M0O9,/ip/Honeywell-TP70PWKN-70-Pint-Energy-Star-Dehumidifier-Pump-Basements-Large-Rooms-Up-To-4000-Sq-Ft-Mirage-Display-Washable-Filter-Remove-Odor-Change-Ale/362321458?athbdg=L1600,$362.83,4.2 out of 5 Stars. 22 reviews
FRIGIDAIRE FFAD5033W1 High Humidity 50 Pint Capacity Dehumidifier ,6BGG9BRXVAME,/ip/FRIGIDAIRE-FFAD5033W1-High-Humidity-50-Pint-Capacity-Dehumidifier/580452196?athbdg=L1700,$378.76,
